300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,
300,300.016,300.031,300.047,300.062,300.078,300.093,300.109,300.125,300.14,300.156,300.171,300.187,300.202,300.218,300.233,300.248,300.264,300.279,300.294,300.309,300.324,300.339,300.354,300.368,300.382,300.396,300.41,300.424,300.437,300.45,300.463,300.475,300.487,300.498,300.509,300.519,300.529,300.538,300.547,300.555,300.562,300.569,300.575,300.58,300.584,300.588,300.591,300.593,300.594,300.594,300.594,300.593,300.591,300.588,300.584,300.58,300.575,300.569,300.562,300.555,300.547,300.538,300.529,300.519,300.509,300.498,300.487,300.475,300.463,300.45,300.437,300.424,300.41,300.396,300.382,300.368,300.354,300.339,300.324,300.309,300.294,300.279,300.264,300.248,300.233,300.218,300.202,300.187,300.171,300.156,300.14,300.125,300.109,300.093,300.078,300.062,300.047,300.031,300.016,300,
300,300.031,300.062,300.093,300.125,300.156,300.187,300.218,300.249,300.28,300.311,300.343,300.374,300.405,300.435,300.466,300.497,300.528,300.558,300.588,300.619,300.649,300.678,300.707,300.736,300.765,300.793,300.821,300.848,300.875,300.901,300.926,300.95,300.974,300.996,301.018,301.039,301.059,301.077,301.094,301.11,301.125,301.138,301.15,301.16,301.169,301.176,301.182,301.186,301.189,301.19,301.189,301.186,301.182,301.176,301.169,301.16,301.15,301.138,301.125,301.11,301.094,301.077,301.059,301.039,301.018,300.996,300.974,300.95,300.926,300.901,300.875,300.848,300.821,300.793,300.765,300.736,300.707,300.678,300.649,300.619,300.588,300.558,300.528,300.497,300.466,300.435,300.405,300.374,300.343,300.311,300.28,300.249,300.218,300.187,300.156,300.125,300.093,300.062,300.031,300,
300,300.047,300.093,300.14,300.187,300.234,300.28,300.327,300.374,300.421,300.467,300.514,300.56,300.607,300.653,300.7,300.746,300.792,300.837,300.883,300.928,300.973,301.018,301.062,301.105,301.148,301.19,301.232,301.273,301.313,301.352,301.39,301.426,301.462,301.496,301.529,301.56,301.589,301.617,301.643,301.667,301.689,301.709,301.727,301.742,301.756,301.767,301.775,301.781,301.785,301.786,301.785,301.781,301.775,301.767,301.756,301.742,301.727,301.709,301.689,301.667,301.643,301.617,301.589,301.56,301.529,301.496,301.462,301.426,301.39,301.352,301.313,301.273,301.232,301.19,301.148,301.105,301.062,301.018,300.973,300.928,300.883,300.837,300.792,300.746,300.7,300.653,300.607,300.56,300.514,300.467,300.421,300.374,300.327,300.28,300.234,300.187,300.14,300.093,300.047,300,
300,300.062,300.125,300.187,300.249,300.312,300.374,300.436,300.498,300.561,300.623,300.685,300.747,300.809,300.871,300.933,300.995,301.056,301.117,301.178,301.238,301.298,301.357,301.416,301.474,301.532,301.588,301.644,301.699,301.752,301.804,301.855,301.904,301.951,301.997,302.041,302.082,302.122,302.159,302.194,302.226,302.255,302.282,302.306,302.327,302.345,302.359,302.371,302.379,302.384,302.386,302.384,302.379,302.371,302.359,302.345,302.327,302.306,302.282,302.255,302.226,302.194,302.159,302.122,302.082,302.041,301.997,301.951,301.904,301.855,301.804,301.752,301.699,301.644,301.588,301.532,301.474,301.416,301.357,301.298,301.238,301.178,301.117,301.056,300.995,300.933,300.871,300.809,300.747,300.685,300.623,300.561,300.498,300.436,300.374,300.312,300.249,300.187,300.125,300.062,300,
300,300.078,300.156,300.234,300.312,300.389,300.467,300.545,300.623,300.701,300.779,300.857,300.934,301.012,301.089,301.167,301.244,301.32,301.397,301.473,301.548,301.624,301.698,301.772,301.845,301.916,301.987,302.057,302.125,302.192,302.258,302.321,302.383,302.442,302.5,302.555,302.607,302.657,302.703,302.747,302.787,302.824,302.858,302.888,302.914,302.937,302.955,302.97,302.98,302.986,302.988,302.986,302.98,302.97,302.955,302.937,302.914,302.888,302.858,302.824,302.787,302.747,302.703,302.657,302.607,302.555,302.5,302.442,302.383,302.321,302.258,302.192,302.125,302.057,301.987,301.916,301.845,301.772,301.698,301.624,301.548,301.473,301.397,301.32,301.244,301.167,301.089,301.012,300.934,300.857,300.779,300.701,300.623,300.545,300.467,300.389,300.312,300.234,300.156,300.078,300,
300,300.093,300.187,300.28,300.374,300.467,300.561,300.654,300.748,300.841,300.935,301.028,301.121,301.215,301.308,301.4,301.493,301.585,301.677,301.769,301.859,301.95,302.039,302.128,302.216,302.302,302.387,302.471,302.554,302.634,302.713,302.79,302.864,302.936,303.005,303.071,303.134,303.194,303.251,303.303,303.352,303.397,303.438,303.474,303.506,303.533,303.555,303.572,303.585,303.592,303.595,303.592,303.585,303.572,303.555,303.533,303.506,303.474,303.438,303.397,303.352,303.303,303.251,303.194,303.134,303.071,303.005,302.936,302.864,302.79,302.713,302.634,302.554,302.471,302.387,302.302,302.216,302.128,302.039,301.95,301.859,301.769,301.677,301.585,301.493,301.4,301.308,301.215,301.121,301.028,300.935,300.841,300.748,300.654,300.561,300.467,300.374,300.28,300.187,300.093,300,
300,300.109,300.218,300.327,300.436,300.545,300.654,300.763,300.873,300.982,301.091,301.2,301.309,301.417,301.526,301.634,301.743,301.85,301.958,302.065,302.171,302.277,302.381,302.485,302.588,302.689,302.789,302.887,302.984,303.078,303.17,303.26,303.347,303.432,303.513,303.591,303.665,303.735,303.802,303.864,303.921,303.974,304.022,304.064,304.102,304.133,304.16,304.18,304.195,304.204,304.207,304.204,304.195,304.18,304.16,304.133,304.102,304.064,304.022,303.974,303.921,303.864,303.802,303.735,303.665,303.591,303.513,303.432,303.347,303.26,303.17,303.078,302.984,302.887,302.789,302.689,302.588,302.485,302.381,302.277,302.171,302.065,301.958,301.85,301.743,301.634,301.526,301.417,301.309,301.2,301.091,300.982,300.873,300.763,300.654,300.545,300.436,300.327,300.218,300.109,300,
300,300.125,300.249,300.374,300.498,300.623,300.748,300.873,300.997,301.122,301.247,301.371,301.496,301.62,301.745,301.869,301.993,302.116,302.239,302.361,302.483,302.604,302.724,302.843,302.961,303.077,303.192,303.305,303.416,303.524,303.63,303.734,303.834,303.931,304.024,304.114,304.199,304.281,304.357,304.428,304.495,304.556,304.611,304.66,304.703,304.74,304.77,304.794,304.811,304.821,304.824,304.821,304.811,304.794,304.77,304.74,304.703,304.66,304.611,304.556,304.495,304.428,304.357,304.281,304.199,304.114,304.024,303.931,303.834,303.734,303.63,303.524,303.416,303.305,303.192,303.077,302.961,302.843,302.724,302.604,302.483,302.361,302.239,302.116,301.993,301.869,301.745,301.62,301.496,301.371,301.247,301.122,300.997,300.873,300.748,300.623,300.498,300.374,300.249,300.125,300,
300,300.14,300.28,300.421,300.561,300.701,300.841,300.982,301.122,301.262,301.403,301.543,301.683,301.824,301.964,302.103,302.243,302.382,302.521,302.659,302.796,302.933,303.068,303.203,303.336,303.467,303.597,303.725,303.85,303.973,304.093,304.21,304.324,304.434,304.54,304.641,304.738,304.83,304.917,304.999,305.074,305.143,305.206,305.262,305.311,305.353,305.387,305.414,305.433,305.445,305.449,305.445,305.433,305.414,305.387,305.353,305.311,305.262,305.206,305.143,305.074,304.999,304.917,304.83,304.738,304.641,304.54,304.434,304.324,304.21,304.093,303.973,303.85,303.725,303.597,303.467,303.336,303.203,303.068,302.933,302.796,302.659,302.521,302.382,302.243,302.103,301.964,301.824,301.683,301.543,301.403,301.262,301.122,300.982,300.841,300.701,300.561,300.421,300.28,300.14,300,
